,BANDE_LITT,numdep,INSEE_COM,NOM,SIREN_EPCI,NOM_EPCI,SURFACE_M2
303,100m,29,29003,Audierne,242900629,CC Cap Sizun - Pointe du Raz,1018309.4733540817
304,100_200m,29,29003,Audierne,242900629,CC Cap Sizun - Pointe du Raz,1001324.4173343752
305,200_500m,29,29003,Audierne,242900629,CC Cap Sizun - Pointe du Raz,2657635.1720658033
306,500m_1km,29,29003,Audierne,242900629,CC Cap Sizun - Pointe du Raz,3755032.350722039
307,1_5km,29,29003,Audierne,242900629,CC Cap Sizun - Pointe du Raz,10018549.7834447
308,100m,29,29006,Bénodet,242900660,CC du Pays Fouesnantais,667780.0194954982
309,100_200m,29,29006,Bénodet,242900660,CC du Pays Fouesnantais,672810.3232992131
310,200_500m,29,29006,Bénodet,242900660,CC du Pays Fouesnantais,1919837.1079179617
311,500m_1km,29,29006,Bénodet,242900660,CC du Pays Fouesnantais,2545408.85917521
312,1_5km,29,29006,Bénodet,242900660,CC du Pays Fouesnantais,4582475.9154197965
313,100m,29,29008,Beuzec-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,1641640.543162519
314,100_200m,29,29008,Beuzec-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,1264754.9554879412
315,200_500m,29,29008,Beuzec-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,3367325.140584458
316,500m_1km,29,29008,Beuzec-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,5516745.055548304
317,1_5km,29,29008,Beuzec-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,23013266.914354958
318,100m,29,29017,Brélès,242900074,CC du Pays d'Iroise,139749.7601018396
319,100_200m,29,29017,Brélès,242900074,CC du Pays d'Iroise,156164.83906329187
320,200_500m,29,29017,Brélès,242900074,CC du Pays d'Iroise,577432.3148555456
321,500m_1km,29,29017,Brélès,242900074,CC du Pays d'Iroise,1118074.5575739057
322,1_5km,29,29017,Brélès,242900074,CC du Pays d'Iroise,11798355.633911675
324,100m,29,29019,Brest,242900314,Brest Métropole,2327212.1008478245
325,100_200m,29,29019,Brest,242900314,Brest Métropole,1945251.1291342576
326,200_500m,29,29019,Brest,242900314,Brest Métropole,5050159.845388013
327,500m_1km,29,29019,Brest,242900314,Brest Métropole,7449281.802685664
328,1_5km,29,29019,Brest,242900314,Brest Métropole,28125249.003013343
330,100m,29,29021,Plounéour-Brignogan-plages,242900793,CC Communauté Lesneven Côte des Légendes,1184598.032584553
331,100_200m,29,29021,Plounéour-Brignogan-plages,242900793,CC Communauté Lesneven Côte des Légendes,1056020.7091439636
332,200_500m,29,29021,Plounéour-Brignogan-plages,242900793,CC Communauté Lesneven Côte des Légendes,2633483.1787304324
333,500m_1km,29,29021,Plounéour-Brignogan-plages,242900793,CC Communauté Lesneven Côte des Légendes,3669822.365579362
334,1_5km,29,29021,Plounéour-Brignogan-plages,242900793,CC Communauté Lesneven Côte des Légendes,6325836.007435842
335,100m,29,29022,Camaret-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,1942236.3445269305
336,100_200m,29,29022,Camaret-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,1514749.8158222341
337,200_500m,29,29022,Camaret-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,3478983.1733378503
338,500m_1km,29,29022,Camaret-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,4577927.681898196
339,1_5km,29,29022,Camaret-sur-Mer,200066868,CC Presqu'île de Crozon-Aulne maritime,1551398.9018859311
340,100m,29,29023,Carantec,242900835,CA Morlaix Communauté,1585136.4706047054
341,100_200m,29,29023,Carantec,242900835,CA Morlaix Communauté,1140738.0069174382
342,200_500m,29,29023,Carantec,242900835,CA Morlaix Communauté,2613654.768372772
343,500m_1km,29,29023,Carantec,242900835,CA Morlaix Communauté,2692582.3687009257
344,1_5km,29,29023,Carantec,242900835,CA Morlaix Communauté,1112831.175268457
345,100m,29,29028,Cléden-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,1531164.4180374749
346,100_200m,29,29028,Cléden-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,1167248.2000699218
347,200_500m,29,29028,Cléden-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,2853245.6983428933
348,500m_1km,29,29028,Cléden-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,3851925.908707104
349,1_5km,29,29028,Cléden-Cap-Sizun,242900629,CC Cap Sizun - Pointe du Raz,9896793.684165884
350,100m,29,29030,Cléder,200067072,CC Haut-Léon Communauté,667313.703360812
351,100_200m,29,29030,Cléder,200067072,CC Haut-Léon Communauté,646928.8209580185
352,200_500m,29,29030,Cléder,200067072,CC Haut-Léon Communauté,1829150.4879578042
353,500m_1km,29,29030,Cléder,200067072,CC Haut-Léon Communauté,2993372.06358911
354,1_5km,29,29030,Cléder,200067072,CC Haut-Léon Communauté,24371074.404651448
356,100m,29,29031,Clohars-Carnoët,242900694,CA Quimperlé Communauté,1783563.244916583
357,100_200m,29,29031,Clohars-Carnoët,242900694,CA Quimperlé Communauté,1606058.8896883947
358,200_500m,29,29031,Clohars-Carnoët,242900694,CA Quimperlé Communauté,4171807.019187166
359,500m_1km,29,29031,Clohars-Carnoët,242900694,CA Quimperlé Communauté,5548748.302961228
360,1_5km,29,29031,Clohars-Carnoët,242900694,CA Quimperlé Communauté,21476935.742721014
362,100m,29,29037,Combrit,242900702,CC du Pays Bigouden Sud,814678.4032848394
363,100_200m,29,29037,Combrit,242900702,CC du Pays Bigouden Sud,802772.7552429544
364,200_500m,29,29037,Combrit,242900702,CC du Pays Bigouden Sud,2242284.085031912
365,500m_1km,29,29037,Combrit,242900702,CC du Pays Bigouden Sud,3898256.630270035
366,1_5km,29,29037,Combrit,242900702,CC du Pays Bigouden Sud,15554561.821853518
368,100m,29,29039,Concarneau,242900769,CA Concarneau Cornouaille Agglomération,1926939.0913921879
369,100_200m,29,29039,Concarneau,242900769,CA Concarneau Cornouaille Agglomération,1729767.058861664
370,200_500m,29,29039,Concarneau,242900769,CA Concarneau Cornouaille Agglomération,3832925.231607957
371,500m_1km,29,29039,Concarneau,242900769,CA Concarneau Cornouaille Agglomération,5252057.519440225
372,1_5km,29,29039,Concarneau,242900769,CA Concarneau Cornouaille Agglomération,26313610.193216383
374,100m,29,29040,Le Conquet,242900074,CC du Pays d'Iroise,2538686.217839485
375,100_200m,29,29040,Le Conquet,242900074,CC du Pays d'Iroise,1185922.0748217674
376,200_500m,29,29040,Le Conquet,242900074,CC du Pays d'Iroise,2209482.142342368
377,500m_1km,29,29040,Le Conquet,242900074,CC du Pays d'Iroise,1942338.2805780105
378,1_5km,29,29040,Le Conquet,242900074,CC du Pays d'Iroise,892737.1688770222
379,100m,29,29042,Crozon,200066868,CC Presqu'île de Crozon-Aulne maritime,5407753.494315055
380,100_200m,29,29042,Crozon,200066868,CC Presqu'île de Crozon-Aulne maritime,4749419.013806848
381,200_500m,29,29042,Crozon,200066868,CC Presqu'île de Crozon-Aulne maritime,11969939.833231155
382,500m_1km,29,29042,Crozon,200066868,CC Presqu'île de Crozon-Aulne maritime,16974539.06526458
383,1_5km,29,29042,Crozon,200066868,CC Presqu'île de Crozon-Aulne maritime,40801240.81067592
384,100m,29,29043,Daoulas,242900801,CA du Pays de Landerneau-Daoulas,519980.8238099034
385,100_200m,29,29043,Daoulas,242900801,CA du Pays de Landerneau-Daoulas,480014.4255363653
386,200_500m,29,29043,Daoulas,242900801,CA du Pays de Landerneau-Daoulas,1401795.3350356084
387,500m_1km,29,29043,Daoulas,242900801,CA du Pays de Landerneau-Daoulas,2244821.969359145
388,1_5km,29,29043,Daoulas,242900801,CA du Pays de Landerneau-Daoulas,1002045.8229334498
389,100m,29,29044,Dinéault,200067247,CC Pleyben-Châteaulin-Porzay,196353.6425817865
390,100_200m,29,29044,Dinéault,200067247,CC Pleyben-Châteaulin-Porzay,199314.0838478852
391,200_500m,29,29044,Dinéault,200067247,CC Pleyben-Châteaulin-Porzay,511800.1586660618
392,500m_1km,29,29044,Dinéault,200067247,CC Pleyben-Châteaulin-Porzay,1064366.2406826052
393,1_5km,29,29044,Dinéault,200067247,CC Pleyben-Châteaulin-Porzay,23343377.45494847
395,100m,29,29045,Dirinon,242900801,CA du Pays de Landerneau-Daoulas,827121.3909895656
396,100_200m,29,29045,Dirinon,242900801,CA du Pays de Landerneau-Daoulas,822424.4459744204
397,200_500m,29,29045,Dirinon,242900801,CA du Pays de Landerneau-Daoulas,2212556.7069216855
398,500m_1km,29,29045,Dirinon,242900801,CA du Pays de Landerneau-Daoulas,3372282.9975126577
399,1_5km,29,29045,Dirinon,242900801,CA du Pays de Landerneau-Daoulas,25375558.489504624
401,100m,29,29046,Douarnenez,242900645,CC Douarnenez Communauté,1356454.6453671984
402,100_200m,29,29046,Douarnenez,242900645,CC Douarnenez Communauté,1218827.1366927137
403,200_500m,29,29046,Douarnenez,242900645,CC Douarnenez Communauté,3220770.6450369707
404,500m_1km,29,29046,Douarnenez,242900645,CC Douarnenez Communauté,4741734.384587475
405,1_5km,29,29046,Douarnenez,242900645,CC Douarnenez Communauté,14890789.901146237
406,100m,29,29053,Le Faou,200066868,CC Presqu'île de Crozon-Aulne maritime,253040.93920333873
407,100_200m,29,29053,Le Faou,200066868,CC Presqu'île de Crozon-Aulne maritime,226062.37833889743
408,200_500m,29,29053,Le Faou,200066868,CC Presqu'île de Crozon-Aulne maritime,673438.3468260561
409,500m_1km,29,29053,Le Faou,200066868,CC Presqu'île de Crozon-Aulne maritime,1271907.5546714487
410,1_5km,29,29053,Le Faou,200066868,CC Presqu'île de Crozon-Aulne maritime,6027786.457732796
412,100m,29,29056,La Forest-Landerneau,242900801,CA du Pays de Landerneau-Daoulas,505574.44186291454
413,100_200m,29,29056,La Forest-Landerneau,242900801,CA du Pays de Landerneau-Daoulas,512643.5862561742
414,200_500m,29,29056,La Forest-Landerneau,242900801,CA du Pays de Landerneau-Daoulas,1473615.052993777
415,500m_1km,29,29056,La Forest-Landerneau,242900801,CA du Pays de Landerneau-Daoulas,2395786.627085811
416,1_5km,29,29056,La Forest-Landerneau,242900801,CA du Pays de Landerneau-Daoulas,4415708.912136883
417,100m,29,29057,La Forêt-Fouesnant,242900660,CC du Pays Fouesnantais,778214.6890462551
418,100_200m,29,29057,La Forêt-Fouesnant,242900660,CC du Pays Fouesnantais,723584.3497748775
419,200_500m,29,29057,La Forêt-Fouesnant,242900660,CC du Pays Fouesnantais,1809446.6447473448
420,500m_1km,29,29057,La Forêt-Fouesnant,242900660,CC du Pays Fouesnantais,2862615.0186768956
421,1_5km,29,29057,La Forêt-Fouesnant,242900660,CC du Pays Fouesnantais,12646505.086895764
422,100m,29,29058,Fouesnant,242900660,CC du Pays Fouesnantais,2819211.1143700224
423,100_200m,29,29058,Fouesnant,242900660,CC du Pays Fouesnantais,1835695.6199176311
424,200_500m,29,29058,Fouesnant,242900660,CC du Pays Fouesnantais,4118244.5518461806
425,500m_1km,29,29058,Fouesnant,242900660,CC du Pays Fouesnantais,5979215.783143635
426,1_5km,29,29058,Fouesnant,242900660,CC du Pays Fouesnantais,17595855.86833815
427,100m,29,29063,Goulien,242900629,CC Cap Sizun - Pointe du Raz,502077.80162878404
428,100_200m,29,29063,Goulien,242900629,CC Cap Sizun - Pointe du Raz,367920.0949518494
429,200_500m,29,29063,Goulien,242900629,CC Cap Sizun - Pointe du Raz,1071231.4476277872
430,500m_1km,29,29063,Goulien,242900629,CC Cap Sizun - Pointe du Raz,1615713.2119821683
431,1_5km,29,29063,Goulien,242900629,CC Cap Sizun - Pointe du Raz,9272465.927295865
432,100m,29,29064,Goulven,242900793,CC Communauté Lesneven Côte des Légendes,164988.66044929507
433,100_200m,29,29064,Goulven,242900793,CC Communauté Lesneven Côte des Légendes,181511.8010578358
434,200_500m,29,29064,Goulven,242900793,CC Communauté Lesneven Côte des Légendes,602381.4483703192
435,500m_1km,29,29064,Goulven,242900793,CC Communauté Lesneven Côte des Légendes,1288813.1848381958
436,1_5km,29,29064,Goulven,242900793,CC Communauté Lesneven Côte des Légendes,4307796.879322466
437,100m,29,29068,Guiclan,242900751,CC du Pays de Landivisiau,8310.109041235224
438,100_200m,29,29068,Guiclan,242900751,CC du Pays de Landivisiau,8669.121264182559
439,200_500m,29,29068,Guiclan,242900751,CC du Pays de Landivisiau,62936.10319319293
440,500m_1km,29,29068,Guiclan,242900751,CC du Pays de Landivisiau,486795.8565922767
441,1_5km,29,29068,Guiclan,242900751,CC du Pays de Landivisiau,8944705.448777905
443,100m,29,29072,Guilvinec,242900702,CC du Pays Bigouden Sud,347442.80535704567
444,100_200m,29,29072,Guilvinec,242900702,CC du Pays Bigouden Sud,310361.2403619006
445,200_500m,29,29072,Guilvinec,242900702,CC du Pays Bigouden Sud,787707.45187309
446,500m_1km,29,29072,Guilvinec,242900702,CC du Pays Bigouden Sud,900738.6759089557
447,1_5km,29,29072,Guilvinec,242900702,CC du Pays Bigouden Sud,19243.795823348388
448,100m,29,29073,Guimaëc,242900835,CA Morlaix Communauté,627143.0471405063
449,100_200m,29,29073,Guimaëc,242900835,CA Morlaix Communauté,647398.3695503161
450,200_500m,29,29073,Guimaëc,242900835,CA Morlaix Communauté,2055158.6010128416
451,500m_1km,29,29073,Guimaëc,242900835,CA Morlaix Communauté,3661032.9336521607
452,1_5km,29,29073,Guimaëc,242900835,CA Morlaix Communauté,12037099.562574487
453,100m,29,29075,Guipavas,242900314,Brest Métropole,642724.7594657264
454,100_200m,29,29075,Guipavas,242900314,Brest Métropole,616351.7194590727
455,200_500m,29,29075,Guipavas,242900314,Brest Métropole,1597815.2156024394
456,500m_1km,29,29075,Guipavas,242900314,Brest Métropole,2755850.4969477523
457,1_5km,29,29075,Guipavas,242900314,Brest Métropole,28183061.57851573
459,100m,29,29077,Guissény,242900793,CC Communauté Lesneven Côte des Légendes,714595.360103015
460,100_200m,29,29077,Guissény,242900793,CC Communauté Lesneven Côte des Légendes,622376.2025183303
461,200_500m,29,29077,Guissény,242900793,CC Communauté Lesneven Côte des Légendes,1636742.279188266
462,500m_1km,29,29077,Guissény,242900793,CC Communauté Lesneven Côte des Légendes,2281522.554249231
463,1_5km,29,29077,Guissény,242900793,CC Communauté Lesneven Côte des Légendes,18830901.639691807
465,100m,29,29078,Hanvec,242900801,CA du Pays de Landerneau-Daoulas,649883.8751351698
466,100_200m,29,29078,Hanvec,242900801,CA du Pays de Landerneau-Daoulas,657464.897831661
467,200_500m,29,29078,Hanvec,242900801,CA du Pays de Landerneau-Daoulas,1865393.6517089515
468,500m_1km,29,29078,Hanvec,242900801,CA du Pays de Landerneau-Daoulas,2832358.7531600227
469,1_5km,29,29078,Hanvec,242900801,CA du Pays de Landerneau-Daoulas,19192992.861289248
471,100m,29,29079,Henvic,242900835,CA Morlaix Communauté,677280.1809707365
472,100_200m,29,29079,Henvic,242900835,CA Morlaix Communauté,674350.3964929683
473,200_500m,29,29079,Henvic,242900835,CA Morlaix Communauté,1850130.7981683104
474,500m_1km,29,29079,Henvic,242900835,CA Morlaix Communauté,2576998.1481525837
475,1_5km,29,29079,Henvic,242900835,CA Morlaix Communauté,4199909.654326988
476,100m,29,29080,Hôpital-Camfrout,242900801,CA du Pays de Landerneau-Daoulas,1235503.706915979
477,100_200m,29,29080,Hôpital-Camfrout,242900801,CA du Pays de Landerneau-Daoulas,1135171.9554795055
478,200_500m,29,29080,Hôpital-Camfrout,242900801,CA du Pays de Landerneau-Daoulas,3067513.4338920712
479,500m_1km,29,29080,Hôpital-Camfrout,242900801,CA du Pays de Landerneau-Daoulas,3523006.3515323037
480,1_5km,29,29080,Hôpital-Camfrout,242900801,CA du Pays de Landerneau-Daoulas,4161594.384326654
481,100m,29,29082,Île-de-Batz,200067072,CC Haut-Léon Communauté,1139230.0594307573
482,100_200m,29,29082,Île-de-Batz,200067072,CC Haut-Léon Communauté,880019.1761749289
483,200_500m,29,29082,Île-de-Batz,200067072,CC Haut-Léon Communauté,1143031.1732137825
484,100m,29,29083,Île-de-Sein,NR,,476501.14339626714
485,100_200m,29,29083,Île-de-Sein,NR,,56951.84193472736
486,100m,29,29084,Île-Molène,242900074,CC du Pays d'Iroise,445629.3021564229
487,100_200m,29,29084,Île-Molène,242900074,CC du Pays d'Iroise,240545.1467216237
488,200_500m,29,29084,Île-Molène,242900074,CC du Pays d'Iroise,190849.81256157657
489,500m_1km,29,29084,Île-Molène,242900074,CC du Pays d'Iroise,1135.4495747776757
490,100m,29,29085,Île-Tudy,242900702,CC du Pays Bigouden Sud,350766.99903501483
491,100_200m,29,29085,Île-Tudy,242900702,CC du Pays Bigouden Sud,275485.47867829545
492,200_500m,29,29085,Île-Tudy,242900702,CC du Pays Bigouden Sud,460565.91464854154
493,500m_1km,29,29085,Île-Tudy,242900702,CC du Pays Bigouden Sud,221900.7195943101
494,100m,29,29090,Kerlaz,242900645,CC Douarnenez Communauté,245283.49920764472
495,100_200m,29,29090,Kerlaz,242900645,CC Douarnenez Communauté,237489.18017056424
496,200_500m,29,29090,Kerlaz,242900645,CC Douarnenez Communauté,724421.8842005912
497,500m_1km,29,29090,Kerlaz,242900645,CC Douarnenez Communauté,1278863.1393927888
498,1_5km,29,29090,Kerlaz,242900645,CC Douarnenez Communauté,8902889.789370358
500,100m,29,29091,Kerlouan,242900793,CC Communauté Lesneven Côte des Légendes,1293038.8006400994
501,100_200m,29,29091,Kerlouan,242900793,CC Communauté Lesneven Côte des Légendes,1176039.7329674505
502,200_500m,29,29091,Kerlouan,242900793,CC Communauté Lesneven Côte des Légendes,3091179.097342819
503,500m_1km,29,29091,Kerlouan,242900793,CC Communauté Lesneven Côte des Légendes,3934689.203175086
504,1_5km,29,29091,Kerlouan,242900793,CC Communauté Lesneven Côte des Légendes,8505248.626958001
505,100m,29,29098,Lampaul-Plouarzel,242900074,CC du Pays d'Iroise,524636.0340778374
506,100_200m,29,29098,Lampaul-Plouarzel,242900074,CC du Pays d'Iroise,444456.3736518753
507,200_500m,29,29098,Lampaul-Plouarzel,242900074,CC du Pays d'Iroise,915086.6591876987
508,500m_1km,29,29098,Lampaul-Plouarzel,242900074,CC du Pays d'Iroise,976735.2317526364
509,1_5km,29,29098,Lampaul-Plouarzel,242900074,CC du Pays d'Iroise,1162216.8915092705
510,100m,29,29099,Lampaul-Ploudalmézeau,242900074,CC du Pays d'Iroise,160586.43002500403
511,100_200m,29,29099,Lampaul-Ploudalmézeau,242900074,CC du Pays d'Iroise,133642.88528575192
512,200_500m,29,29099,Lampaul-Ploudalmézeau,242900074,CC du Pays d'Iroise,376831.66823417874
513,500m_1km,29,29099,Lampaul-Ploudalmézeau,242900074,CC du Pays d'Iroise,711890.9772237734
514,1_5km,29,29099,Lampaul-Ploudalmézeau,242900074,CC du Pays d'Iroise,4870593.646349663
515,100m,29,29101,Landéda,242900553,CC du Pays des Abers,1617378.9888973278
516,100_200m,29,29101,Landéda,242900553,CC du Pays des Abers,1326764.694825265
517,200_500m,29,29101,Landéda,242900553,CC du Pays des Abers,3046711.563218318
518,500m_1km,29,29101,Landéda,242900553,CC du Pays des Abers,2663815.570157993
519,1_5km,29,29101,Landéda,242900553,CC du Pays des Abers,2470033.063199887
520,100m,29,29103,Landerneau,242900801,CA du Pays de Landerneau-Daoulas,458430.85550553154
521,100_200m,29,29103,Landerneau,242900801,CA du Pays de Landerneau-Daoulas,516530.2145596991
522,200_500m,29,29103,Landerneau,242900801,CA du Pays de Landerneau-Daoulas,1757022.9530327732
523,500m_1km,29,29103,Landerneau,242900801,CA du Pays de Landerneau-Daoulas,3401465.404578331
524,1_5km,29,29103,Landerneau,242900801,CA du Pays de Landerneau-Daoulas,7454232.209144754
525,100m,29,29104,Landévennec,200066868,CC Presqu'île de Crozon-Aulne maritime,1074220.0424169195
526,100_200m,29,29104,Landévennec,200066868,CC Presqu'île de Crozon-Aulne maritime,1099477.5239170466
527,200_500m,29,29104,Landévennec,200066868,CC Presqu'île de Crozon-Aulne maritime,2733694.234115583
528,500m_1km,29,29104,Landévennec,200066868,CC Presqu'île de Crozon-Aulne maritime,3160030.5383875514
529,1_5km,29,29104,Landévennec,200066868,CC Presqu'île de Crozon-Aulne maritime,5707747.346722145
530,100m,29,29109,Landunvez,242900074,CC du Pays d'Iroise,1303852.0893176212
531,100_200m,29,29109,Landunvez,242900074,CC du Pays d'Iroise,989658.0936085068
532,200_500m,29,29109,Landunvez,242900074,CC du Pays d'Iroise,2503998.6863177456
533,500m_1km,29,29109,Landunvez,242900074,CC du Pays d'Iroise,3389203.235035869
534,1_5km,29,29109,Landunvez,242900074,CC du Pays d'Iroise,6362083.201177529
535,100m,29,29112,Lanildut,242900074,CC du Pays d'Iroise,504713.54630269675
536,100_200m,29,29112,Lanildut,242900074,CC du Pays d'Iroise,442972.95301182626
537,200_500m,29,29112,Lanildut,242900074,CC du Pays d'Iroise,1105248.4875302769
538,500m_1km,29,29112,Lanildut,242900074,CC du Pays d'Iroise,1699868.4934021623
539,1_5km,29,29112,Lanildut,242900074,CC du Pays d'Iroise,2069988.213498736
540,100m,29,29117,Lannilis,242900553,CC du Pays des Abers,1634901.7302824804
541,100_200m,29,29117,Lannilis,242900553,CC du Pays des Abers,1658485.6540524373
542,200_500m,29,29117,Lannilis,242900553,CC du Pays des Abers,4806829.13285407
543,500m_1km,29,29117,Lannilis,242900553,CC du Pays des Abers,7870429.653353052
544,1_5km,29,29117,Lannilis,242900553,CC du Pays des Abers,8848945.35933318
545,100m,29,29120,Lanvéoc,200066868,CC Presqu'île de Crozon-Aulne maritime,1107134.284141012
546,100_200m,29,29120,Lanvéoc,200066868,CC Presqu'île de Crozon-Aulne maritime,1114843.9033513814
547,200_500m,29,29120,Lanvéoc,200066868,CC Presqu'île de Crozon-Aulne maritime,3051137.5296737775
548,500m_1km,29,29120,Lanvéoc,200066868,CC Presqu'île de Crozon-Aulne maritime,4538656.726103028
549,1_5km,29,29120,Lanvéoc,200066868,CC Presqu'île de Crozon-Aulne maritime,9404167.413363948
550,100m,29,29130,Locmaria-Plouzané,242900074,CC du Pays d'Iroise,628524.1197632555
551,100_200m,29,29130,Locmaria-Plouzané,242900074,CC du Pays d'Iroise,543820.7862422038
552,200_500m,29,29130,Locmaria-Plouzané,242900074,CC du Pays d'Iroise,1575516.2541255872
553,500m_1km,29,29130,Locmaria-Plouzané,242900074,CC du Pays d'Iroise,2474178.9022611594
554,1_5km,29,29130,Locmaria-Plouzané,242900074,CC du Pays d'Iroise,15558633.832413435
556,100m,29,29132,Locquénolé,242900835,CA Morlaix Communauté,107754.20041057355
557,100_200m,29,29132,Locquénolé,242900835,CA Morlaix Communauté,112915.90839268258
558,200_500m,29,29132,Locquénolé,242900835,CA Morlaix Communauté,280991.9496234262
559,500m_1km,29,29132,Locquénolé,242900835,CA Morlaix Communauté,400147.17085444723
560,1_5km,29,29132,Locquénolé,242900835,CA Morlaix Communauté,9988.960995556507
561,100m,29,29133,Locquirec,242900835,CA Morlaix Communauté,1002235.152138518
562,100_200m,29,29133,Locquirec,242900835,CA Morlaix Communauté,894913.1905834125
563,200_500m,29,29133,Locquirec,242900835,CA Morlaix Communauté,2007406.627024752
564,500m_1km,29,29133,Locquirec,242900835,CA Morlaix Communauté,1913732.8545279969
565,1_5km,29,29133,Locquirec,242900835,CA Morlaix Communauté,360492.81409951416
566,100m,29,29135,Loctudy,242900702,CC du Pays Bigouden Sud,1568188.9881765165
567,100_200m,29,29135,Loctudy,242900702,CC du Pays Bigouden Sud,1190200.9937180479
568,200_500m,29,29135,Loctudy,242900702,CC du Pays Bigouden Sud,2856977.596571962
569,500m_1km,29,29135,Loctudy,242900702,CC du Pays Bigouden Sud,3795602.6479461174
570,1_5km,29,29135,Loctudy,242900702,CC du Pays Bigouden Sud,3876587.494031865
571,100m,29,29137,Logonna-Daoulas,242900801,CA du Pays de Landerneau-Daoulas,1980264.8103061619
572,100_200m,29,29137,Logonna-Daoulas,242900801,CA du Pays de Landerneau-Daoulas,1738432.6790244346
573,200_500m,29,29137,Logonna-Daoulas,242900801,CA du Pays de Landerneau-Daoulas,3565620.963099991
574,500m_1km,29,29137,Logonna-Daoulas,242900801,CA du Pays de Landerneau-Daoulas,3529816.1540137925
575,1_5km,29,29137,Logonna-Daoulas,242900801,CA du Pays de Landerneau-Daoulas,1448562.1915528309
576,100m,29,29140,Loperhet,242900801,CA du Pays de Landerneau-Daoulas,1052316.211135786
577,100_200m,29,29140,Loperhet,242900801,CA du Pays de Landerneau-Daoulas,1020695.9011388291
578,200_500m,29,29140,Loperhet,242900801,CA du Pays de Landerneau-Daoulas,2790544.152662159
579,500m_1km,29,29140,Loperhet,242900801,CA du Pays de Landerneau-Daoulas,3155626.108083345
580,1_5km,29,29140,Loperhet,242900801,CA du Pays de Landerneau-Daoulas,12366882.905095024
581,100m,29,29150,Moëlan-sur-Mer,242900694,CA Quimperlé Communauté,2905701.1820590505
582,100_200m,29,29150,Moëlan-sur-Mer,242900694,CA Quimperlé Communauté,2667303.7812519087
583,200_500m,29,29150,Moëlan-sur-Mer,242900694,CA Quimperlé Communauté,6860516.753592877
584,500m_1km,29,29150,Moëlan-sur-Mer,242900694,CA Quimperlé Communauté,9804821.081361035
585,1_5km,29,29150,Moëlan-sur-Mer,242900694,CA Quimperlé Communauté,23742260.842618097
587,100m,29,29151,Morlaix,242900835,CA Morlaix Communauté,491095.75364839495
588,100_200m,29,29151,Morlaix,242900835,CA Morlaix Communauté,491253.3581839441
589,200_500m,29,29151,Morlaix,242900835,CA Morlaix Communauté,1395973.09132127
590,500m_1km,29,29151,Morlaix,242900835,CA Morlaix Communauté,2248552.043230773
591,1_5km,29,29151,Morlaix,242900835,CA Morlaix Communauté,14578489.27545618
593,100m,29,29153,Névez,242900769,CA Concarneau Cornouaille Agglomération,1908320.6418065403
594,100_200m,29,29153,Névez,242900769,CA Concarneau Cornouaille Agglomération,1638466.344820522
595,200_500m,29,29153,Névez,242900769,CA Concarneau Cornouaille Agglomération,3857869.041300006
596,500m_1km,29,29153,Névez,242900769,CA Concarneau Cornouaille Agglomération,5463994.385197956
597,1_5km,29,29153,Névez,242900769,CA Concarneau Cornouaille Agglomération,12741631.705635196
598,100m,29,29155,Ouessant,NR,,4014464.9901890014
599,100_200m,29,29155,Ouessant,NR,,2811465.736855767
600,200_500m,29,29155,Ouessant,NR,,5237737.83561018
601,500m_1km,29,29155,Ouessant,NR,,3597182.0986212506
602,1_5km,29,29155,Ouessant,NR,,425825.65880347264
603,100m,29,29158,Penmarch,242900702,CC du Pays Bigouden Sud,1248122.0161640905
604,100_200m,29,29158,Penmarch,242900702,CC du Pays Bigouden Sud,1162891.215042631
605,200_500m,29,29158,Penmarch,242900702,CC du Pays Bigouden Sud,3193616.8808243717
606,500m_1km,29,29158,Penmarch,242900702,CC du Pays Bigouden Sud,4435733.889285647
607,1_5km,29,29158,Penmarch,242900702,CC du Pays Bigouden Sud,6480561.003641187
608,100m,29,29165,Plobannalec-Lesconil,242900702,CC du Pays Bigouden Sud,840260.1512015685
609,100_200m,29,29165,Plobannalec-Lesconil,242900702,CC du Pays Bigouden Sud,770919.5402771095
610,200_500m,29,29165,Plobannalec-Lesconil,242900702,CC du Pays Bigouden Sud,2030761.7864733436
611,500m_1km,29,29165,Plobannalec-Lesconil,242900702,CC du Pays Bigouden Sud,3285594.72051835
612,1_5km,29,29165,Plobannalec-Lesconil,242900702,CC du Pays Bigouden Sud,11284172.387359181
613,100m,29,29166,Ploéven,200067247,CC Pleyben-Châteaulin-Porzay,88454.96801391445
614,100_200m,29,29166,Ploéven,200067247,CC Pleyben-Châteaulin-Porzay,78760.05970727479
